REGISTRO_ANIMAL rgd_pai rgd_mae idade_des classe_mae GCDES contagemGC peso_nasc pd_aj conformacao_des precocidade_des musculosidade_des umbigo_des sexo safra GM_DES faz datanas id_mae
KAPO409 KAPM1649 KAPL4862 169 3 M2014G13 43 33,00 261,64 4,00 4,00 4,00 4,00 M 2014 G13 FCT 5/12/2014 40
KAPO41 KAPM0983 KAPL4278 227 2 M2013PR+ 66 30,00 156,74 0,00 0,00 0,00 0,00 M 2013 PR+ FCT 12/2/2013 29
KAPO410 KAPM2140 KAPM1631 169 4 M2014G13 43 37,00 258,18 3,00 2,00 2,00 3,00 M 2014 G13 FCT 5/12/2014 51
KAPO411 KAPM1884 KAPM2275 169 3 M2014G13 43 34,00 267,61 3,00 5,00 5,00 3,00 M 2014 G13 FCT 5/12/2014 39
KAPO412 KAPM2450 KAPM1412 169 4 F2014G14 33 29,00 241,49 4,00 5,00 5,00 3,00 F 2014 G14 FCT 5/12/2014 53
KAPO413 KAPM2349 KAPM2484 169 3 F2014G14 33 30,00 238,76 4,00 5,00 5,00 2,00 F 2014 G14 FCT 5/12/2014 38
KAPO414 AAAP1653 KAPL4656 169 4 F2014G14 33 35,00 240,03 3,00 3,00 3,00 1,00 F 2014 G14 FCT 5/12/2014 49
KAPO415 KAPM2520 KAPM2584 169 3 F2014G14 33 28,00 209,42 2,00 3,00 2,00 2,00 F 2014 G14 FCT 5/12/2014 37
KAPO416 KAPM2520 KAPM2321 157 3 F2014G18 33 29,00 263,08 3,00 4,00 4,00 3,00 F 2014 G18 FCT 17/12/2014 39
KAPO417 KAP3277 B6971 188 2 M2014PR2 42 23,00 0,00 2,00 2,00 2,00 2,00 M 2014 PR2 FCT 28/3/2014 31
KAPO417A KAPM2140 KAP3724 157 3 M2014G17 27 32,00 256,71 2,00 2,00 2,00 3,00 M 2014 G17 FCT 17/12/2014 41
KAPO418 KAPM2520 KAPL5312 157 3 M2014G17 27 35,00 274,43 3,00 3,00 3,00 2,00 M 2014 G17 FCT 17/12/2014 38
KAPO419 KAPM2140 KAPM1848 157 4 F2014G18 33 28,00 254,05 2,00 3,00 4,00 3,00 F 2014 G18 FCT 17/12/2014 50
KAPO420 KAPM2450 KAPL4026 157 4 M2014G17 27 34,00 268,08 3,00 4,00 4,00 3,00 M 2014 G17 FCT 17/12/2014 53
KAPO421 KAPM2520 KAPM2442 157 3 F2014G18 33 33,00 280,45 4,00 4,00 4,00 3,00 F 2014 G18 FCT 17/12/2014 39
KAPO422 NJOP43 KAPL3973 157 4 F2014G18 33 30,00 242,68 2,00 3,00 3,00 2,00 F 2014 G18 FCT 17/12/2014 53
KAPO423 KAPM2520 KAPL5269 157 3 M2014G17 27 36,00 266,06 4,00 4,00 4,00 3,00 M 2014 G17 FCT 17/12/2014 38
KAPO424 KAPM2520 KAPL5218 157 3 M2014G17 27 35,00 263,73 3,00 3,00 3,00 3,00 M 2014 G17 FCT 17/12/2014 39
KAPO425 KAPM2140 KAPM2143 157 3 M2014G17 27 37,00 272,41 4,00 2,00 2,00 2,00 M 2014 G17 FCT 17/12/2014 40
KAPO426 KAPM1884 KAPM2319 157 3 F2014G18 33 31,00 270,43 5,00 5,00 5,00 3,00 F 2014 G18 FCT 17/12/2014 39
KAPO427 KAPM2520 KAPM2456 157 3 F2014G18 33 31,00 311,89 5,00 5,00 5,00 2,00 F 2014 G18 FCT 17/12/2014 38
KAPO428 KAPM1884 KAPL5164 228 3 M2014G01A 24 34,00 192,42 0,00 0,00 0,00 0,00 M 2014 G01A FCT 17/12/2014 39
KAPO429 KAPM2349 KAPM2270 148 3 F2014G18 33 31,00 296,34 4,00 4,00 4,00 2,00 F 2014 G18 FCT 26/12/2014 40
KAPO42A KAPM522 KAP3462 227 2 M2013PR+ 66 32,00 167,07 0,00 0,00 0,00 0,00 M 2013 PR+ FCT 12/2/2013 30
KAPO43 KAPM1182 KAPL4303 621 2 F2013PR+ 72 30,00 0,00 0,00 0,00 0,00 0,00 F 2013 PR+ FCT 19/2/2013 29
KAPO430 KAPM2520 KAPM2579 148 3 F2014G18 33 33,00 305,43 3,00 5,00 5,00 2,00 F 2014 G18 FCT 26/12/2014 38
KAPO431 KAPM2259 KAPM2284 148 3 F2014G18 33 30,00 285,41 4,00 4,00 4,00 3,00 F 2014 G18 FCT 26/12/2014 40
KAPO433 KAPM2140 KAPL5222 148 3 M2014G17 27 34,00 316,36 2,00 2,00 2,00 2,00 M 2014 G17 FCT 26/12/2014 39
KAPO434 KAPM2140 KAPM2344A 148 3 M2014G17 27 36,00 280,05 4,00 3,00 3,00 3,00 M 2014 G17 FCT 26/12/2014 39
KAPO435 KAPM2148 KAPL3462 148 4 F2014G16 32 33,00 269,96 3,00 3,00 3,00 2,00 F 2014 G16 FCT 26/12/2014 63
KAPO437 KAPM2450 KAPL3777 143 4 M2014G17 27 32,00 330,11 5,00 5,00 5,00 3,00 M 2014 G17 FCT 31/12/2014 54
KAPO438 KAPM2450 KAPL4040 143 4 M2014G17 27 34,00 241,06 2,00 3,00 2,00 2,00 M 2014 G17 FCT 31/12/2014 53
KAPO439 KAPM2259 KAPL5108 143 3 M2014G17 27 30,00 323,71 4,00 5,00 5,00 3,00 M 2014 G17 FCT 31/12/2014 40
KAPO44 KAPM0872 KAPM1452 621 2 F2013PR+ 72 28,00 0,00 0,00 0,00 0,00 0,00 F 2013 PR+ FCT 19/2/2013 31
KAPO440 KAPM1905 KAPL4692 143 4 F2014G18 33 26,00 233,06 1,00 1,00 1,00 1,00 F 2014 G18 FCT 31/12/2014 50
KAPO441 KAPM2450 KAPL3864 143 4 M2014G17 27 32,00 272,84 3,00 2,00 2,00 3,00 M 2014 G17 FCT 31/12/2014 54
KAPO442 KAPM2030 KAPM1482 143 4 F2014G18 33 30,00 259,09 3,00 4,00 4,00 2,00 F 2014 G18 FCT 31/12/2014 53
KAPO443 KAPM2520 KAP3202 143 4 F2014G18 33 33,00 298,80 2,00 3,00 3,00 2,00 F 2014 G18 FCT 31/12/2014 59
KAPO444 KAPM2148 KAPL4111 141 4 F2015G18 26 28,00 287,15 3,00 4,00 4,00 2,00 F 2015 G18 FCT 2/1/2015 53
KAPO445 KAPM2259 KAPL5205 109 3 M2015G09 82 38,00 0,00 3,00 3,00 3,00 3,00 M 2015 G09 FCT 2/2/2015 40
KAPO447 KAPM1683 KAPM3388 237 2 F2015G01A 44 28,00 162,68 3,00 2,00 2,00 2,00 F 2015 G01A FCT 19/8/2015 34
KAPO448 LBMNC8288 KAPL5871 237 2 F2015G04 80 30,00 207,22 5,00 5,00 5,00 2,00 F 2015 G04 FCT 19/8/2015 35
KAPO449 KAPM1683 KAPL6098 237 2 F2015G04 80 24,00 153,37 2,00 2,00 2,00 3,00 F 2015 G04 FCT 19/8/2015 34
KAPO45 KAPM1098 KAPM1472 220 2 M2013PR+ 66 30,00 155,05 0,00 0,00 0,00 0,00 M 2013 PR+ FCT 19/2/2013 30
KAPO450 AAAP1653 KAPM2417 234 3 M2015G03 79 37,00 232,64 4,00 4,00 5,00 3,00 M 2015 G03 FCT 22/8/2015 47
KAPO451 KAPM2916 KAP3245 234 4 F2015G01A 44 45,00 202,05 2,00 2,00 2,00 2,00 F 2015 G01A FCT 22/8/2015 65
KAPO452 KAPM2916 KAPL5817 234 2 F2015G04 80 22,00 176,36 2,00 2,00 2,00 3,00 F 2015 G04 FCT 22/8/2015 35
KAPO453 KAPM2916 KAPL6259 234 2 M2015G03 79 30,00 213,97 4,00 5,00 5,00 3,00 M 2015 G03 FCT 22/8/2015 33
KAPO454 QUIL7308 KAPM2240 234 3 M2015G03 79 25,00 204,49 3,00 3,00 3,00 2,00 M 2015 G03 FCT 22/8/2015 48
KAPO455 AZAN5 KAPM2932 234 2 F2015G04 80 29,00 189,64 4,00 5,00 3,00 2,00 F 2015 G04 FCT 22/8/2015 36
KAPO456 RDM5049 KAPL4987 234 3 F2015G04 80 47,00 224,69 5,00 5,00 5,00 3,00 F 2015 G04 FCT 22/8/2015 48
KAPO458 REMC5326 KAPM2979 231 2 M2015G03 79 33,00 216,64 3,00 3,00 4,00 3,00 M 2015 G03 FCT 25/8/2015 36
KAPO459 KAPM1769 KAPL6142 231 2 M2015G03 79 34,00 221,27 5,00 4,00 5,00 3,00 M 2015 G03 FCT 25/8/2015 34
KAPO46 KAPM0864 KAP3393 621 2 F2013PR+ 72 32,00 0,00 0,00 0,00 0,00 0,00 F 2013 PR+ FCT 19/2/2013 31
KAPO460 KAPM2349 KAPM3442 231 2 M2015G03 79 32,00 212,00 3,00 2,00 2,00 3,00 M 2015 G03 FCT 25/8/2015 34
KAPO461 KAPM1683 KAPM2942 231 2 M2015G03 79 34,00 244,00 5,00 4,00 4,00 3,00 M 2015 G03 FCT 25/8/2015 36
KAPO462 NJOP43 KAPL5733 231 2 M2015G03 79 33,00 221,18 3,00 3,00 4,00 2,00 M 2015 G03 FCT 25/8/2015 36
KAPO463A AAAP1653 KAPM3119 231 2 M2015G03 79 34,00 225,82 3,00 4,00 4,00 3,00 M 2015 G03 FCT 25/8/2015 35
KAPO464 KAPM3180 KAPL4969 231 4 F2015G04 80 30,00 221,82 5,00 5,00 5,00 2,00 F 2015 G04 FCT 25/8/2015 49
KAPO465 AZAN5 KAPL4930 231 4 F2015G04 80 37,00 213,36 5,00 5,00 5,00 3,00 F 2015 G04 FCT 25/8/2015 49
KAPO466 KAPM1608 KAPL6081 231 2 F2015G04 80 32,00 200,18 4,00 3,00 3,00 2,00 F 2015 G04 FCT 25/8/2015 34
KAPO467 KAPM3049 KAPL5267 229 3 F2015G04 80 30,00 190,48 5,00 4,00 5,00 2,00 F 2015 G04 FCT 27/8/2015 47
KAPO468 REMC5326 KAPL4859 229 4 F2015G04 80 32,00 197,98 4,00 4,00 4,00 2,00 F 2015 G04 FCT 27/8/2015 49
KAPO469 RDM5049 KAPM3270 229 2 F2015G04 80 33,00 226,49 5,00 5,00 5,00 2,00 F 2015 G04 FCT 27/8/2015 35
KAPO47 KAPM0872 KAPL3874 621 2 F2013PR+ 72 30,00 0,00 0,00 0,00 0,00 0,00 F 2013 PR+ FCT 19/2/2013 31
KAPO470 LBMNC8288 KAPM2269 229 3 M2015G03 79 34,00 232,08 3,00 4,00 5,00 3,00 M 2015 G03 FCT 27/8/2015 48
KAPO471 KAPM3180 KAPL4322 227 4 F2015G02 76 37,00 146,16 2,00 2,00 2,00 1,00 F 2015 G02 FCT 29/8/2015 60
KAPO472 KAPM2916 KAPL5364 227 3 F2015G04 80 31,00 175,32 2,00 3,00 3,00 2,00 F 2015 G04 FCT 29/8/2015 46
KAPO473 AAAP1653 KAPM2279 227 3 F2015G04 80 40,00 220,40 5,00 4,00 5,00 2,00 F 2015 G04 FCT 29/8/2015 48
KAPO475 KAPM1769 KAPM2086 227 4 F2015G04 80 31,00 192,89 3,00 4,00 4,00 2,00 F 2015 G04 FCT 29/8/2015 49
KAPO476 KAPM1769 KAPL5079 227 3 F2015G01A 44 28,00 196,37 3,00 5,00 5,00 2,00 F 2015 G01A FCT 29/8/2015 48
KAPO477 KAPM2916 KAPL5360 225 3 F2015G04 80 32,00 170,13 3,00 3,00 2,00 2,00 F 2015 G04 FCT 31/8/2015 46
KAPO478 KAPM1683 KAPL4928 225 4 F2015G04 80 28,00 196,00 3,00 4,00 4,00 2,00 F 2015 G04 FCT 31/8/2015 49
KAPO479 REM5531 KAPL5037 225 3 M2015G03 79 29,00 211,93 3,00 4,00 3,00 3,00 M 2015 G03 FCT 31/8/2015 48
KAPO48 KAPM0983 KAPL4240 621 2 F2013PR+ 72 30,00 0,00 0,00 0,00 0,00 0,00 F 2013 PR+ FCT 19/2/2013 30
KAPO480 KAPM3180 KAPL5258 225 3 M2015G03 79 38,00 226,53 3,00 3,00 4,00 2,00 M 2015 G03 FCT 31/8/2015 47
KAPO481 KAPM1491 KAPO18 225 2 M2015G03 79 32,00 216,80 3,00 3,00 3,00 3,00 M 2015 G03 FCT 31/8/2015 32
KAPO482 KAPM3049 KAPM3148 225 2 M2015G03 79 35,00 221,67 4,00 3,00 4,00 3,00 M 2015 G03 FCT 31/8/2015 35
KAPO483 LBMND4685 KAPM1670 225 4 M2015G01 75 36,00 217,07 4,00 4,00 4,00 3,00 M 2015 G01 FCT 31/8/2015 60
KAPO484 REMC5326 KAPL4037 225 4 M2015G01 75 35,00 240,33 4,00 5,00 4,00 3,00 M 2015 G01 FCT 31/8/2015 61
KAPO485 KAPM1608 KAPL5294 221 3 M2015G03 79 36,00 234,60 4,00 5,00 5,00 3,00 M 2015 G03 FCT 4/9/2015 47
KAPO486 AAAP1653 KAPL5674 221 2 M2015G03 79 30,00 215,29 4,00 5,00 5,00 3,00 M 2015 G03 FCT 4/9/2015 36
KAPO487 QUIL7308 KAPM3627 221 2 M2015G03 79 30,00 210,54 3,00 3,00 3,00 3,00 M 2015 G03 FCT 4/9/2015 33
KAPO488 KAPM3049 KAPM2331 221 3 F2015G04 80 32,00 236,30 5,00 5,00 4,00 2,00 F 2015 G04 FCT 4/9/2015 48
KAPO489 REM5531 KAPL5291 221 3 F2015G04 80 31,00 201,09 4,00 4,00 4,00 2,00 F 2015 G04 FCT 4/9/2015 47
KAPO49 KAPM1142 KAPL4264 220 2 M2013PR+ 66 30,00 138,82 0,00 0,00 0,00 0,00 M 2013 PR+ FCT 19/2/2013 29
KAPO490A KAPM1491 KAPO23 217 2 F2015G04 80 32,00 209,10 3,00 4,00 4,00 2,00 F 2015 G04 FCT 8/9/2015 32
KAPO491 KAPM1491 KAPO38 217 2 F2015G04 80 35,00 189,84 3,00 2,00 2,00 2,00 F 2015 G04 FCT 8/9/2015 31
KAPO492 KAPM1491 KAPO42 217 2 F2015G04 80 31,00 199,39 4,00 2,00 2,00 3,00 F 2015 G04 FCT 8/9/2015 31
KAPO493 QUIL7308 KAP3826 217 3 F2015G04 80 36,00 211,16 4,00 4,00 4,00 3,00 F 2015 G04 FCT 8/9/2015 40
KAPO494A RDM5049 KAP3569 217 4 M2015G01 75 32,00 252,65 5,00 3,00 4,00 3,00 M 2015 G01 FCT 8/9/2015 58
KAPO495 KAPM1491 KAPO3 217 2 F2015G04 80 29,00 177,06 2,00 2,00 4,00 2,00 F 2015 G04 FCT 8/9/2015 33
KAPO496 QUIL7308 KAPM2093 214 4 M2015G03 79 33,00 211,60 3,00 2,00 3,00 2,00 M 2015 G03 FCT 11/9/2015 49
KAPO497 KAPM1769 KAP3703 214 4 M2015G03 79 38,00 280,38 5,00 5,00 5,00 3,00 M 2015 G03 FCT 11/9/2015 51
KAPO498 KAPM2080 KAPL5093 214 3 M2015G03 79 37,00 236,21 4,00 3,00 4,00 3,00 M 2015 G03 FCT 11/9/2015 48
KAPO499 KAPM1491 KAPO54 211 2 F2015G04 80 34,00 199,21 4,00 4,00 4,00 2,00 F 2015 G04 FCT 14/9/2015 31
KAPO50 KAPM0872 KAPL3864 801 2 M2013R12 3 32,00 0,00 3,00 2,00 2,00 2,00 M 2013 R12 FCT 19/2/2013 31
KAPO500 KAPM1491 KAPO25 211 2 M2015G03 79 35,00 209,17 2,00 1,00 2,00 3,00 M 2015 G03 FCT 14/9/2015 32
KAPO501 KAPM3049 KAPM2090 208 4 M2015G03 79 36,00 257,11 4,00 5,00 5,00 3,00 M 2015 G03 FCT 17/9/2015 50
KAPO502 KAPM3049 KAPL5331 208 3 M2015G03 79 35,00 231,88 4,00 3,00 3,00 3,00 M 2015 G03 FCT 17/9/2015 47
KAPO503 QUIL7308 KAPL5200 208 3 F2015G04 80 33,00 183,43 2,00 3,00 2,00 3,00 F 2015 G04 FCT 17/9/2015 48
KAPO504 LBMND4685 KAP3690 206 4 M2015G01 75 38,00 208,24 3,00 3,00 3,00 2,00 M 2015 G01 FCT 19/9/2015 52
KAPO505 RDM5049 KAP3445 206 4 F2015G02 76 32,00 230,79 4,00 4,00 4,00 3,00 F 2015 G02 FCT 19/9/2015 62
KAPO506 CSCF1384 KAPM1741 206 4 F2015G02 76 34,00 259,29 5,00 5,00 5,00 3,00 F 2015 G02 FCT 19/9/2015 60
KAPO507 LBMNC8288 KAPL5126 206 3 M2015G03 79 33,00 233,83 4,00 5,00 5,00 3,00 M 2015 G03 FCT 19/9/2015 48
KAPO508 KAPM1683 KAPL5314 206 3 F2015G04 80 30,00 174,76 2,00 2,00 2,00 3,00 F 2015 G04 FCT 19/9/2015 47
KAPO509 KAPM2080 KAPM2072 206 4 F2015G04 80 32,00 152,29 2,00 2,00 1,00 2,00 F 2015 G04 FCT 19/9/2015 50
KAPO510 KAPM2458 KAPL5199 206 3 F2015G04 80 31,00 209,40 5,00 4,00 4,00 2,00 F 2015 G04 FCT 19/9/2015 48
KAPO511 REMC5326 KAPL5231 206 3 F2015G04 80 34,00 215,46 5,00 3,00 5,00 2,00 F 2015 G04 FCT 19/9/2015 48
KAPO512 KAPM1491 KAPO43 206 2 F2015G04 80 28,00 190,09 3,00 2,00 2,00 2,00 F 2015 G04 FCT 19/9/2015 31
KAPO513 RDM5049 KAPL4958 203 4 F2015G04 80 32,00 201,66 3,00 3,00 4,00 2,00 F 2015 G04 FCT 22/9/2015 49
KAPO514 KAPM1491 KAPO22 203 2 F2015G04 80 33,00 210,93 4,00 4,00 4,00 2,00 F 2015 G04 FCT 22/9/2015 32
KAPO515 CSCF1384 KAPL5182 203 3 F2015G04 80 31,00 183,07 2,00 3,00 2,00 2,00 F 2015 G04 FCT 22/9/2015 48
KAPO516 KAPM3180 KAPL5100 203 4 F2015G04 80 35,00 202,59 3,00 3,00 3,00 3,00 F 2015 G04 FCT 22/9/2015 49
KAPO517 CSCF1384 KAPL4856 203 4 F2015G04 80 31,00 184,10 2,00 3,00 2,00 2,00 F 2015 G04 FCT 22/9/2015 50
KAPO518 QUIL7308 KAPM2257 203 4 M2015G03 79 33,00 236,79 2,00 3,00 4,00 3,00 M 2015 G03 FCT 22/9/2015 49
KAPO519 KAPM2458 KAPM1452 203 4 F2015G04 80 28,00 202,83 3,00 4,00 4,00 2,00 F 2015 G04 FCT 22/9/2015 63
KAPO52 KAPM0872 KAPM1424 217 2 M2013PR+ 66 32,00 155,87 0,00 0,00 0,00 0,00 M 2013 PR+ FCT 22/2/2013 31
KAPO520 KAPM2458 KAPL1976 203 5 M2015G01 75 37,00 226,31 4,00 5,00 5,00 3,00 M 2015 G01 FCT 22/9/2015 106
KAPO521 REMC5326 KAPM1456 203 4 M2015G01 75 35,00 216,03 3,00 4,00 3,00 3,00 M 2015 G01 FCT 22/9/2015 62
KAPO522 AAAP1653 KAP3300 201 4 M2015G01 75 36,00 207,34 4,00 4,00 4,00 3,00 M 2015 G01 FCT 24/9/2015 65
KAPO523 AAAP1653 KAP3462 201 4 M2015G01 75 38,00 259,49 4,00 3,00 3,00 3,00 M 2015 G01 FCT 24/9/2015 62
KAPO524 KAPM1683 KAPL2027 201 5 F2015G02 76 34,00 149,97 2,00 1,00 1,00 3,00 F 2015 G02 FCT 24/9/2015 106
KAPO525 RDM5049 KAP3370 201 4 F2015G02 76 31,00 223,24 4,00 4,00 3,00 2,00 F 2015 G02 FCT 24/9/2015 63
KAPO526 KAPM1683 KAPL5152 201 3 M2015G03 79 32,00 238,87 3,00 3,00 4,00 3,00 M 2015 G03 FCT 24/9/2015 48
KAPO527 KAPM3180 KAPM2160 201 4 M2015G03 79 33,00 212,70 3,00 4,00 4,00 3,00 M 2015 G03 FCT 24/9/2015 50
KAPO528 LBMNC8288 KAPM2492 201 3 M2015G03 79 35,00 223,06 4,00 4,00 4,00 2,00 M 2015 G03 FCT 24/9/2015 48
KAPO529 RDM5049 KAPL5175 201 3 M2015G03 79 33,00 217,93 2,00 3,00 2,00 2,00 M 2015 G03 FCT 24/9/2015 48
KAPO53 KAPM1142 KAPM1760 313 2 F2013PR+ 72 30,00 0,00 0,00 0,00 0,00 0,00 F 2013 PR+ FCT 22/2/2013 30
KAPO530 REM5531 KAP3409 201 4 F2015G01A 44 32,00 212,75 3,00 4,00 2,00 2,00 F 2015 G01A FCT 24/9/2015 62
KAPO531 RDM5049 KAPM2533 201 3 F2015G04 80 35,00 211,57 4,00 4,00 4,00 2,00 F 2015 G04 FCT 24/9/2015 47
KAPO532 KAPM3180 KAPM2114 201 4 F2015G04 80 32,00 187,67 3,00 4,00 4,00 2,00 F 2015 G04 FCT 24/9/2015 50
KAPO533 CSCF1384 KAPL5313 201 3 F2015G04 80 30,00 210,75 2,00 3,00 4,00 2,00 F 2015 G04 FCT 24/9/2015 47
KAPO534 REM5531 KAPL5003 201 4 F2015G04 80 31,00 201,30 2,00 3,00 3,00 2,00 F 2015 G04 FCT 24/9/2015 49
KAPO535A KAPM1491 KAPO2 199 2 M2015G03 79 36,00 235,45 3,00 3,00 4,00 3,00 M 2015 G03 FCT 26/9/2015 33
KAPO536 KAPM1608 KAPL5205 199 3 M2015G03 79 33,00 181,79 2,00 2,00 2,00 2,00 M 2015 G03 FCT 26/9/2015 48
KAPO537 KAPM3180 KAPM2126 199 4 M2015G03 79 28,00 183,13 2,00 2,00 2,00 3,00 M 2015 G03 FCT 26/9/2015 50
KAPO538 REMC5326 KAP3383 199 4 F2015G04 80 29,00 180,96 2,00 3,00 3,00 2,00 F 2015 G04 FCT 26/9/2015 63
KAPO539 KAPM1491 KAPO48 199 2 F2015G04 80 35,00 139,47 1,00 1,00 1,00 2,00 F 2015 G04 FCT 26/9/2015 32
KAPO54 KAPM1098 KAPL4068 615 2 F2013PR+ 72 30,00 0,00 0,00 0,00 0,00 0,00 F 2013 PR+ FCT 25/2/2013 30
KAPO540 REMC5326 KAPM2348 199 3 F2015G04 80 32,00 225,12 3,00 5,00 5,00 3,00 F 2015 G04 FCT 26/9/2015 48
KAPO542 KAPM3180 KAPM2104 250 4 F2015G04 80 33,00 213,60 5,00 5,00 5,00 3,00 F 2015 G04 FCT 26/9/2015 50
KAPO543 AAAP1653 KAPL4941 199 4 F2015G04 80 34,00 204,95 3,00 4,00 3,00 2,00 F 2015 G04 FCT 26/9/2015 50
KAPO544 KAPM1491 KAPO21 199 2 F2015G04 80 30,00 190,40 3,00 2,00 3,00 2,00 F 2015 G04 FCT 26/9/2015 33
KAPO545 RDM5049 KAPL5136 199 3 F2015G01A 44 32,00 188,18 2,00 3,00 3,00 2,00 F 2015 G01A FCT 26/9/2015 48
KAPO546 LBMND4685 KAP3173 199 4 F2015G02 76 34,00 198,62 2,00 2,00 2,00 2,00 F 2015 G02 FCT 26/9/2015 69
KAPO547 KAPM1608 KAPL4264 199 4 F2015G02 76 29,00 174,63 2,00 3,00 2,00 2,00 F 2015 G02 FCT 26/9/2015 61
KAPO548 LBMNC8288 KAPL3928 236 4 M2015G05 77 33,00 257,24 4,00 4,00 5,00 4,00 M 2015 G05 FCT 26/9/2015 62
KAPO549 RDM5049 KAPM1760 236 4 M2015G05 77 35,00 235,21 3,00 5,00 5,00 3,00 M 2015 G05 FCT 26/9/2015 62
KAPO55 KAPM1098 KAPL4069 310 2 F2013PR+ 72 28,00 0,00 0,00 0,00 0,00 0,00 F 2013 PR+ FCT 25/2/2013 30
KAPO550 KAPM1608 KAPM842 236 5 M2015G05 77 33,00 245,67 5,00 3,00 4,00 4,00 M 2015 G05 FCT 26/9/2015 82
KAPO551 KAPM1683 KAPM1472 197 4 F2015G02 76 34,00 197,10 2,00 3,00 2,00 3,00 F 2015 G02 FCT 28/9/2015 62
KAPO552 QUIL7308 KAPL3693 234 4 M2015G05 77 36,00 250,49 5,00 3,00 5,00 4,00 M 2015 G05 FCT 28/9/2015 71
KAPO553 REMC5326 KAPL4240 234 4 M2015G05 77 42,00 254,69 5,00 3,00 4,00 3,00 M 2015 G05 FCT 28/9/2015 61
KAPO554 KAPM2349 KAPL4010 234 4 M2015G05 77 35,00 221,67 3,00 3,00 4,00 2,00 M 2015 G05 FCT 28/9/2015 62
KAPO555 KAPM3180 KAPM2243 246 4 F2015G04 80 36,00 199,90 4,00 4,00 4,00 2,00 F 2015 G04 FCT 30/9/2015 49
KAPO556 KAPM1491 KAPO46 232 2 F2015G08 43 34,00 205,98 4,00 3,00 4,00 2,00 F 2015 G08 FCT 30/9/2015 32
KAPO557 KAPM3049 KAPL5229 232 3 F2015G08 43 35,00 208,79 3,00 4,00 4,00 3,00 F 2015 G08 FCT 30/9/2015 48
KAPO558 RDM5049 KAPL4915 232 4 F2015G08 43 31,00 195,74 2,00 3,00 3,00 3,00 F 2015 G08 FCT 30/9/2015 50
KAPO559 KAPM2080 KAPM2298 232 4 F2015G08 43 34,00 189,69 3,00 3,00 3,00 3,00 F 2015 G08 FCT 30/9/2015 49
KAPO56 KAPM1098 KAPM1714 214 2 M2013PR+ 66 30,00 146,78 0,00 0,00 0,00 0,00 M 2013 PR+ FCT 25/2/2013 29
KAPO560 RDM5049 KAPM2221 232 4 F2015G08 43 32,00 211,22 5,00 5,00 5,00 2,00 F 2015 G08 FCT 30/9/2015 49
KAPO561 REMC5326 KAP3393 232 4 F2015G08 43 37,00 217,13 4,00 5,00 5,00 3,00 F 2015 G08 FCT 30/9/2015 63
KAPO562 KAPM2080 KAPL5297 195 3 M2015G03 79 35,00 239,62 2,00 3,00 3,00 3,00 M 2015 G03 FCT 30/9/2015 48
KAPO563 KAPM3180 KAPL4913 195 4 M2015G03 79 37,00 244,85 3,00 3,00 4,00 3,00 M 2015 G03 FCT 30/9/2015 50
KAPO564 CSCF1384 KAPL5206 195 3 M2015G03 79 35,00 239,62 3,00 2,00 3,00 2,00 M 2015 G03 FCT 30/9/2015 48
KAPO565 KAPM1683 KAPL4917 232 4 F2015G08 43 33,00 205,89 4,00 3,00 4,00 2,00 F 2015 G08 FCT 30/9/2015 50
KAPO566A KAPM3180 KAPL5197 195 3 M2015G03 79 34,00 223,54 2,00 3,00 4,00 2,00 M 2015 G03 FCT 30/9/2015 48
KAPO567 REMC5326 KAPL5069 195 4 M2015G03 79 36,00 255,69 3,00 4,00 3,00 2,00 M 2015 G03 FCT 30/9/2015 49
KAPO568 LBMNC8288 KAPM1561 232 4 F2015G06 79 35,00 236,85 5,00 5,00 5,00 3,00 F 2015 G06 FCT 30/9/2015 61
KAPO569 KAPM1683 KAPL3895 232 4 M2015G05 77 36,00 240,57 4,00 4,00 4,00 3,00 M 2015 G05 FCT 30/9/2015 63
KAPO57 KAPM1098 KAPL3978 615 2 F2013PR+ 72 32,00 0,00 0,00 0,00 0,00 0,00 F 2013 PR+ FCT 25/2/2013 31
KAPO570 KAPM1608 KAP3647 230 4 F2015G08 43 35,00 174,70 3,00 3,00 3,00 2,00 F 2015 G08 FCT 2/10/2015 54
KAPO571 KAPM1491 KAPO40 230 2 F2015G08 43 34,00 177,35 3,00 2,00 3,00 2,00 F 2015 G08 FCT 2/10/2015 32
KAPO572 RDM5049 KAPL4879 193 4 M2015G03 79 33,00 247,35 4,00 5,00 4,00 3,00 M 2015 G03 FCT 2/10/2015 50
KAPO573 RDM5049 KAPL5207 193 3 M2015G03 79 37,00 198,04 3,00 2,00 2,00 2,00 M 2015 G03 FCT 2/10/2015 48
KAPO574 RDM5049 KAPL4172 230 4 M2015G05 77 35,00 245,91 5,00 5,00 5,00 3,00 M 2015 G05 FCT 2/10/2015 62
KAPO575 REMC5326 KAPM934 230 5 M2015G05 77 43,00 247,52 4,00 4,00 5,00 3,00 M 2015 G05 FCT 2/10/2015 74
KAPO576 REMC5326 KAPL4068 230 4 M2015G05 77 35,00 227,65 3,00 4,00 5,00 3,00 M 2015 G05 FCT 2/10/2015 62
KAPO577 KAPM1905 KAP3278 230 4 F2015G06 79 33,00 222,00 5,00 5,00 5,00 3,00 F 2015 G06 FCT 2/10/2015 66
